Question,Options,Correct Answer,Model Answer,Is Correct,Reasoning
"A previously healthy 10-year-old boy is brought to the emergency room by his mother 5 hours after the onset of abdominal pain and nausea. Over the past 2 weeks, he has also had progressive abdominal pain and a 4-kg (8.8-lb) weight loss. The mother reports that her son has been drinking more water than usual during this period. Last week he wet his bed three times despite being completely toilet-trained since 3 years of age. His temperature is 37.8°C (100°F), pulse is 128/min, respirations are 35/min, and blood pressure is 95/55 mm Hg. He appears lethargic. Physical examination shows deep and labored breathing and dry mucous membranes. The abdomen is soft, and there is diffuse tenderness to palpation with no guarding or rebound. Serum laboratory studies show:
Na+ 133 mEq/L
K+ 5.9 mEq/L
Cl- 95 mEq/L
HCO3- 13 mEq/L
Urea nitrogen 25 mg/dL
Creatinine 1.0 mg/dL
Urine dipstick is positive for ketones and glucose. Further evaluation is most likely to reveal which of the following?""","{'A': 'Decreased total body potassium', 'B': 'Increased total body sodium', 'C': 'Increased arterial pCO2', 'D': 'Hypervolemia'}",A,A,True,"We are given a clinical scenario: a 10-year-old boy with 2 weeks of progressive abdominal pain, weight loss, polydipsia, new-onset enuresis, and now presenting with acute abdominal pain, nausea, lethargy, tachypnea, deep and labored breathing (Kussmaul breathing), dry mucous membranes, tachycardia, mild hypotension? BP 95/55, HR 128, resp 35, temp 37.8. Labs: Na 133 (mild hyponatremia), K 5.9 (hyperkalemia), Cl 95 (low-normal), HCO3 13 (metabolic acidosis), BUN 25, Cr 1.0, glucose and ketones positive in urine. This is classic diabetic ketoacidosis (DKA). The question asks: ""Further evaluation is most likely to reveal which of the following?"" Options: A. Decreased total body potassium, B. Increased total body sodium, C. Increased arterial pCO2, D. Hypervolemia.

In DKA, there is osmotic diuresis due to hyperglycemia, leading to losses of water, sodium, potassium, and other electrolytes. Even though serum potassium is elevated (5.9), total body potassium is depleted because potassium shifts extracellularly due to insulin deficiency and acidosis, while urinary losses are high. So total body potassium is decreased. Serum sodium is low (133), but total body sodium is also decreased due to urinary losses. pCO2 is decreased due to compensatory respiratory alkalosis (Kussmaul breathing). Volume status is decreased (hypovolemia) due to osmotic diuresis; dry mucous membranes, tachycardia, low BP support hypovolemia. So A is correct."
A 70-year-old Caucasian male visits your office regularly for treatment of New York Heart association class IV congestive heart failure. Which of the following medications would you add to this man's drug regimen in order to improve his overall survival?,"{'A': 'Spironolactone', 'B': 'Amiloride', 'C': 'Hydrochlorothiazide', 'D': 'Acetazolamide'}",A,A,True,"We are asked: ""A 70-year-old Caucasian male visits your office regularly for treatment of New York Heart association class IV congestive heart failure. Which of the following medications would you add to this man's drug regimen in order to improve his overall survival? Options: A. Spironolactone, B. Amiloride, C. Hydrochlorothiazide, D. Acetazolamide.""

We need to select the medication that improves overall survival in NYHA class IV CHF. This is classic cardiovascular medicine. Based on RALES trial, spironolactone (an aldosterone antagonist) improves survival in patients with severe heart failure (NYHA class III-IV). Amiloride is a potassium-sparing diuretic but not proven for survival benefit. Hydrochlorothiazide is a thiazide diuretic, symptomatic relief, no proven survival benefit. Acetazolamide is a carbonic anhydrase inhibitor, not for CHF survival.

Thus answer is A. Spironolactone."
"Several hours after vaginal delivery, a male newborn delivered at full-term develops tachycardia and tachypnea. His blood pressure is within normal limits. Pulse oximetry on room air shows an oxygen saturation of 79% in the right hand and 61% in the left foot. Physical examination shows bluish discoloration of the face and trunk, supraclavicular and intercostal retractions, and a machine-like murmur over the precordium. Bedside echocardiography shows pulmonary and systemic circulation are in parallel rather than in series. What is the most appropriate pharmacotherapy for this patient?","{'A': 'Sildenafil', 'B': 'Alprostadil', 'C': 'Metoprolol', 'D': 'Indomethacin'}",B,B,True,"We need to analyze the clinical scenario to identify the condition. The newborn has tachycardia, tachypnea, normal blood pressure, differential cyanosis (right hand SpO2 79%, left foot 61% - typically right hand > lower extremity, so differential hypoxemia). Bluish discoloration of face and trunk, retractions, machine-like murmur. Bedside echo shows pulmonary and systemic circulation are in parallel rather than in series.

Parallel circulation in a newborn means a mixing lesion where pulmonary and systemic blood flow are not separated. The classic parallel circulation in congenital heart disease is Transposition of the Great Arteries (TGA) when there is no mixing, but that is parallel without mixing? Actually, in TGA, pulmonary and systemic circulations are in parallel instead of in series: deoxygenated blood circulates in the systemic circulation, and oxygenated blood circulates in the pulmonary circulation, without mixing between the two circuits. To survive, mixing must occur (e.g., via ASD, VSD, or PDA). The question says ""pulmonary and systemic circulation are in parallel rather than in series"" which describes TGA. Additionally, the machine-like murmur is typical for a Patent Ductus Arteriosus (PDA). The differential cyanosis with lower oxygen saturation in the lower extremities (left foot) compared to the right hand suggests reverse differential cyanosis, which is classic for PDA with Eisenmenger or certain lesions, but here it's a newborn. In TGA with PDA, or in TGA with VSD? The question: ""pulmonary and systemic circulation are in parallel rather than in series"" is a hallmark of Transposition of the Great Arteries (TGA). In TGA, the aorta arises from the right ventricle and the pulmonary artery from the left ventricle. So deoxygenated blood goes to the body and oxygenated blood goes back to the lungs. This is parallel circulation. The presence of a machine-like murmur suggests a PDA, which provides mixing. In TGA, mixing is necessary for survival. Prostaglandin E1 (Alprostadil) is used to keep the ductus arteriosus open in ductal-dependent congenital heart defects, including TGA, to improve mixing and oxygenation. 

Options:
A. Sildenafil - pulmonary vasodilator, used for pulmonary hypertension.
B. Alprostadil - prostaglandin E1, keeps ductus arteriosus open.
C. Metoprolol - beta blocker, not indicated in acute newborn with cyanotic heart disease.
D. Indomethacin - NSAID, used to close PDA, would be contraindicated if PDA is needed for mixing.

Given the echo findings, this is TGA. The immediate pharmacotherapy to improve oxygenation while awaiting surgical intervention is Alprostadil to maintain or reopen the ductus arteriosus and ensure mixing. So B is correct."
"A 5-year-old male visits his pediatrician for a check-up. His height corresponds to the 99th percentile for his age, and pubic hair is present upon physical examination. Serum renin and potassium levels are high, as is 17-hydroxyprogesterone. Which of the following is likely deficient in this patient?","{'A': '17a-hydroxylase', 'B': '21-hydroxylase', 'C': 'Aromatase', 'D': '5a-reductase'}",B,B,True,"We are given: ""A 5-year-old male visits his pediatrician for a check-up. His height corresponds to the 99th percentile for his age, and pubic hair is present upon physical examination. Serum renin and potassium levels are high, as is 17-hydroxyprogesterone. Which of the following is likely deficient in this patient?""

Options:
A. 17a-hydroxylase
B. 21-hydroxylase
C. Aromatase
D. 5a-reductase

We need to identify the enzyme deficiency.

Patient: 5-year-old male. Tall stature (99th percentile) -> suggests precocious puberty or excess androgens causing advanced growth. Pubic hair present at 5 years old -> precocious puberty. Serum renin and potassium are high -> suggests salt-wasting (high renin, high potassium = aldosterone deficiency). 17-hydroxyprogesterone is high.

This is classic congenital adrenal hyperplasia (CAH) due to 21-hydroxylase deficiency. 21-hydroxylase deficiency leads to decreased cortisol and aldosterone, causing increased ACTH, shunting to androgen pathway, leading to elevated 17-hydroxyprogesterone and androgens (causing precocious puberty in males). Renin is high due to aldosterone deficiency (salt wasting). Potassium is high due to aldosterone deficiency. So answer is B. 21-hydroxylase.

Check other options:
A. 17a-hydroxylase deficiency: decreased androgens, cortisol, but increased mineralocorticoids (low renin, hypertension, hypokalemia). Opposite.
C. Aromatase deficiency: cannot convert androgens to estrogens; in females causes virilization; in males may have tall stature, but not high 17-hydroxyprogesterone, not high renin/potassium.
D. 5a-reductase deficiency: decreased conversion of testosterone to DHT; ambiguous genitalia at birth, not typically high 17-hydroxyprogesterone, renin, potassium.

Thus the answer is B."
"A 41-year-old African American woman presents with her husband to her primary care doctor for evaluation of depression and anxiety. She reports a 2-week history of rapid onset sadness with no clear inciting factor. She is accompanied by her husband who notes that she has had at least three similar episodes that have occurred over the past two years. He also notes that she has been “more emotional” lately and seems confused throughout the day. She has had to leave her job as a librarian at her child’s elementary school. Her past medical history is notable for two diagnostic laparoscopies for recurrent episodes of abdominal pain of unknown etiology. Her family history is notable for psychosis in her mother and maternal grandfather. Her temperature is 99°F (37.2°C), blood pressure is 125/75 mmHg, pulse is 75/min, and respirations are 17/min. On exam, she is disheveled and appears confused and disoriented. Her attention span is limited and she exhibits emotional lability. This patient’s condition is most likely due to a defect in an enzyme that metabolizes which of the following compounds?","{'A': 'Coproporphyrinogen III', 'B': 'Hydroxymethylbilane', 'C': 'Porphobilinogen', 'D': 'Protoporphyrin IX'}",C,C,True,"We are given a clinical scenario: A 41-year-old African American woman with recurrent episodes of rapid onset sadness, depression, anxiety, confusion, emotional lability, disorientation, disheveled appearance, attention problems. Episodes occur over the past two years, at least three similar episodes. She had to leave her job. Past medical history: two diagnostic laparoscopies for recurrent abdominal pain of unknown etiology. Family history: psychosis in mother and maternal grandfather. Vitals mostly normal (temp slightly elevated 99°F). The question asks: ""This patient’s condition is most likely due to a defect in an enzyme that metabolizes which of the following compounds?"" Options: A. Coproporphyrinogen III, B. Hydroxymethylbilane, C. Porphobilinogen, D. Protoporphyrin IX.

This sounds like acute intermittent porphyria (AIP). Acute intermittent porphyria is an autosomal dominant disorder caused by a deficiency of porphobilinogen deaminase (also called hydroxymethylbilane synthase). This enzyme converts porphobilinogen to hydroxymethylbilane. The question asks: ""defect in an enzyme that metabolizes which of the following compounds?"" That means the enzyme's substrate. The defective enzyme in AIP is porphobilinogen deaminase, which metabolizes porphobilinogen (C). So the compound metabolized is porphobilinogen. Confirm: Acute intermittent porphyria presents with acute neurovisceral attacks: abdominal pain (often severe, recurrent, may lead to unnecessary surgeries like laparoscopies), neuropsychiatric symptoms (depression, anxiety, confusion, psychosis, emotional lability, etc.), autonomic symptoms. Family history of psychosis is common. This fits perfectly. The other porphyrias: Variegate porphyria and hereditary coproporphyria can also cause neurovisceral symptoms but typically have skin photosensitivity as well, and the question emphasizes recurrent abdominal pain, psychiatric symptoms, family history of psychosis. AIP is the most common acute porphyria and does not have skin photosensitivity. The defect in AIP is PBG deaminase (hydroxymethylbilane synthase) which metabolizes PBG. Which compound? Porphobilinogen (C). Wait, the question asks: ""defect in an enzyme that metabolizes which of the following compounds?"" If the enzyme is defective, it fails to metabolize its substrate. So the substrate is porphobilinogen. The enzyme is porphobilinogen deaminase (aka hydroxymethylbilane synthase), which converts porphobilinogen into hydroxymethylbilane. So the enzyme metabolizes porphobilinogen. Answer is C.

Let's check the other options:
A. Coproporphyrinogen III: substrate for coproporphyrinogen oxidase (hereditary coproporphyria).
B. Hydroxymethylbilane: this is the product of PBG deaminase; it's metabolized by uroporphyrinogen III synthase (if defective -> congenital erythropoietic porphyria) or non-enzymatically. But the enzyme that metabolizes hydroxymethylbilane is uroporphyrinogen III synthase.
C. Porphobilinogen: substrate of PBG deaminase, deficient in AIP.
D. Protoporphyrin IX: substrate of ferrochelatase (defect in erythropoietic protoporphyria).

The clinical picture is classic for AIP. Thus answer is C."
"A 32-year-old woman presents to her primary care physician for a general wellness appointment. The patient has no complaints currently and just wants to be sure that she is in good health. The patient has a past medical history of asthma, hypertension, and anxiety. Her current medications include albuterol, fluticasone, hydrochlorothiazide, lisinopril, and fexofenadine. Her temperature is 99.5°F (37.5°C), blood pressure is 165/95 mmHg, pulse is 70/min, respirations are 15/min, and oxygen saturation is 98% on room air. On exam, you note a healthy young woman with a lean habitus. Cardiac exam reveals a S1 and S2 heart sound with a normal rate. Pulmonary exam is clear to auscultation bilaterally with good air movement. Abdominal exam reveals a bruit, normoactive bowel sounds, and an audible borborygmus. Neurological exam reveals cranial nerves II-XII as grossly intact with normal strength and reflexes in the upper and lower extremities. Which of the following is the best next step in management?","{'A': 'Raise lisinopril dose', 'B': 'Add furosemide', 'C': 'Ultrasound with doppler', 'D': 'No additional management needed'}",C,C,True,"We are given: ""Medical Question: A 32-year-old woman presents to her primary care physician for a general wellness appointment. The patient has no complaints currently and just wants to be sure that she is in good health. The patient has a past medical history of asthma, hypertension, and anxiety. Her current medications include albuterol, fluticasone, hydrochlorothiazide, lisinopril, and fexofenadine. Her temperature is 99.5°F (37.5°C), blood pressure is 165/95 mmHg, pulse is 70/min, respirations are 15/min, and oxygen saturation is 98% on room air. On exam, you note a healthy young woman with a lean habitus. Cardiac exam reveals a S1 and S2 heart sound with a normal rate. Pulmonary exam is clear to auscultation bilaterally with good air movement. Abdominal exam reveals a bruit, normoactive bowel sounds, and an audible borborygmus. Neurological exam reveals cranial nerves II-XII as grossly intact with normal strength and reflexes in the upper and lower extremities. Which of the following is the best next step in management?

Options:
A. Raise lisinopril dose
B. Add furosemide
C. Ultrasound with doppler
D. No additional management needed""

I need to select the best next step. Let's analyze the case.

32F with history of asthma, hypertension, anxiety. Meds: albuterol, fluticasone (asthma), HCTZ, lisinopril (hypertension), fexofenadine (allergies?). She has hypertension but BP is 165/95, which is uncontrolled. She is on lisinopril (ACEi) and HCTZ (thiazide diuretic). The BP is high. The exam reveals an abdominal bruit. Abdominal bruit in a young hypertensive patient raises suspicion for renal artery stenosis (especially fibromuscular dysplasia in a young woman, or atherosclerotic in older). She has hypertension that is not well controlled on two medications, and an abdominal bruit. The best next step to evaluate for renal artery stenosis would be imaging: ultrasound with Doppler of the renal arteries, CT angiography, or MR angiography. Among options, C is Ultrasound with doppler. This is a non-invasive screening test for renal artery stenosis.

A: Raise lisinopril dose - if renal artery stenosis, ACE inhibitors can cause acute kidney injury, especially bilateral stenosis (but she has bruit unilaterally maybe?). In RAS, ACEi/ARB are used cautiously. Before escalating therapy, it's prudent to rule out secondary hypertension. B: Add furosemide - not first line for resistant hypertension, and doesn't address bruit. D: No additional management needed - she has uncontrolled hypertension and an abdominal bruit, clearly needs workup. So C is the best answer.

Answer: C"
"A 46-year-old man comes to the emergency department because of a 10-day history of right upper quadrant abdominal pain. He has also been feeling tired and nauseous for the past 6 weeks. On examination, scleral icterus is present. Abdominal examination shows tenderness to palpation in the right upper quadrant. The liver edge is palpated 2 cm below the right costal margin. Laboratory studies show:
Aspartate aminotransferase 1780 U/L
Alanine aminotransferase 2520 U/L
Hepatitis A IgM antibody Negative
Hepatitis B surface antigen Negative
Hepatitis B surface antibody Negative
Hepatitis B core IgM antibody Positive
Hepatitis C antibody Positive
Hepatitis C RNA Negative
Which of the following is the best course of action for this patient?""","{'A': 'Ribavirin and interferon', 'B': 'Supportive therapy', 'C': 'Emergency liver transplantation', 'D': 'Pegylated interferon-alpha'}",B,B,True,"We are given a clinical scenario: 46-year-old man with RUQ pain, fatigue, nausea, scleral icterus, hepatomegaly. Labs: AST 1780, ALT 2520 (severely elevated transaminases). Hepatitis serologies: HAV IgM negative, HBsAg negative, HBsAb negative, HBc IgM positive, HCV antibody positive, HCV RNA negative.

Interpretation of serologies:
- Hepatitis A IgM negative: no acute HAV.
- HBsAg negative, HBsAb negative, HBc IgM positive: This is the ""window period"" of acute hepatitis B or isolated HBc IgM could indicate acute hepatitis B (since HBsAg may have cleared or never detected, but HBc IgM indicates recent/acute infection). However, HBsAg negative and HBc IgM positive could be acute resolving hepatitis B (window period between disappearance of HBsAg and appearance of HBsAb). The patient has acute hepatitis B infection.
- HCV antibody positive, HCV RNA negative: Positive HCV Ab indicates past exposure to HCV, but negative RNA indicates no active HCV infection (either cleared infection or false positive, but in this context, past resolved HCV infection). So no active hepatitis C.

Thus the patient has acute hepatitis B. The transaminases are very high, indicating acute hepatocellular injury. The question asks for best course of action. Options:
A. Ribavirin and interferon (used for hepatitis C, not applicable; also not first-line for acute HBV; sometimes used in severe acute HCV but not here).
B. Supportive therapy (Acute hepatitis B generally managed with supportive care unless fulminant hepatitis).
C. Emergency liver transplantation (indicated for fulminant hepatic failure; patient has jaundice and tender hepatomegaly but no mention of encephalopathy, coagulopathy, or signs of liver failure. Not indicated).
D. Pegylated interferon-alpha (sometimes used for severe acute hepatitis B, but standard of care for typical acute HBV is supportive; antivirals reserved for severe/fulminant cases).

Given the presentation (scleral icterus, tired, nausea, RUQ pain, elevated transaminases) but no mention of encephalopathy or coagulopathy, this is acute hepatitis B, likely self-limited. The best management is supportive care.

Check guidelines: Acute hepatitis B with normal course is managed with supportive care; antiviral therapy may be considered for severe acute hepatitis, but generally supportive is the mainstay. The question likely tests recognition that this is acute hepatitis B resolving (window period) and doesn't need aggressive intervention. No HCV RNA, so no HCV treatment.
Thus answer B."
"A 5-year-old boy who recently emigrated from Nigeria is brought to the emergency department because of a 2-day history of lower leg weakness, swallowing difficulty, and drooling of saliva. He has not yet received any childhood vaccinations. Two days after admission, the patient develops shortness of breath. Pulse oximetry shows an oxygen saturation of 64%. Despite resuscitative efforts, the patient dies of respiratory failure. At autopsy, examination of the spinal cord shows destruction of the anterior horn cells. Neurological examination of this patient would have most likely shown which of the following findings?","{'A': 'Positive Babinski sign', 'B': 'Hyporeflexia', 'C': 'Myoclonus', 'D': 'Pronator drift'}",B,B,True,"We are given a medical scenario: a 5-year-old boy from Nigeria, unvaccinated, with lower leg weakness, swallowing difficulty, drooling (bulbar symptoms), later respiratory failure and death. Autopsy shows destruction of anterior horn cells. This is classic poliomyelitis (polio). Polio virus affects anterior horn cells, causing flaccid paralysis, absent or reduced reflexes (hyporeflexia/areflexia). No upper motor neuron signs (no Babinski, no pronator drift). Myoclonus is not typical. So neurological exam would show hyporeflexia. Answer B."
"A 30-year-old woman is brought to the urgent care clinic by her husband. She complains of numbness around her lips and a tingling sensation in her hands and feet. She underwent near-total thyroidectomy for an enlarged thyroid gland a month ago. Vital signs include: blood pressure is 130/70 mm Hg, pulse is 72/min, respiratory rate is 16/min, and temperature is 37.0°C (98.6°F). A surgical incision scar is present in the anterior aspect of the neck. The attending physician inflates the blood pressure cuff above 150 mm Hg and observes the patient a couple of minutes while measuring her blood pressure. The patient develops sudden stiffness and tingling in her hand. Blood test results are as follows:
Hemoglobin (Hb%) 10.2 g/dL
White blood cell count 7000/mm3
Platelet count 160,000/mm3
Calcium, serum (Ca2+) 6.0 mg/dL
Albumin 4 g/dL
Alanine aminotransferase (ALT), serum 15 U/L
Aspartate aminotransferase (AST), serum 8 U/L
Serum creatinine 0.5 mg/dL
Urea 27 mg/dL
Sodium 137 mEq/L
Potassium 4.5 mEq/L
Magnesium 2.5 mEq/L
Urinalysis shows no white or red blood cells and leukocyte esterase is negative. Which of the following is the next best step in the management of this patient?","{'A': 'CT scan abdomen with pancreatic protocol', 'B': 'Serum vitamin D level', 'C': '24-hour urinary calcium', 'D': 'Serum parathyroid hormone (PTH) level'}",D,D,True,"We are given a medical scenario. A 30-year-old woman, one month post near-total thyroidectomy, presents with numbness around lips, tingling hands/feet. BP cuff inflation induces hand stiffness and tingling (Trousseau's sign of latent tetany). Blood work: Calcium 6.0 mg/dL (hypocalcemia, normal ~8.5-10.5). Albumin 4 g/dL (normal, so corrected calcium is also low). Other labs normal. This is classic post-thyroidectomy hypoparathyroidism causing hypocalcemia.

Question: Next best step in management?

Options:
A. CT scan abdomen with pancreatic protocol (looking for? Not indicated acutely)
B. Serum vitamin D level (could be low, but post-thyroidectomy hypocalcemia is typically due to hypoparathyroidism)
C. 24-hour urinary calcium (not the next step in acute management or diagnosis)
D. Serum parathyroid hormone (PTH) level (will confirm hypoparathyroidism)

Given the history (thyroidectomy), the most likely cause is surgical hypoparathyroidism. Checking PTH is the diagnostic step to confirm. So D.

I'll output D."
"A woman with coronary artery disease is starting to go for a walk. As she begins, her heart rate accelerates from a resting pulse of 60 bpm until it reaches a rate of 120 bpm, at which point she begins to feel a tightening in her chest. She stops walking to rest and the tightening resolves. This has been happening to her consistently for the last 6 months. Which of the following is a true statement?","{'A': 'Increasing the heart rate increases the amount of time spent during each cardiac cycle', 'B': 'Increasing the heart rate decreases the relative amount of time spent during diastole', 'C': 'Perfusion of the myocardium takes place primarily during systole', 'D': 'Perfusion of the myocardium takes place equally throughout the cardiac cycle'}",B,B,True,"We are asked: ""A woman with coronary artery disease is starting to go for a walk. As she begins, her heart rate accelerates from a resting pulse of 60 bpm until it reaches a rate of 120 bpm, at which point she begins to feel a tightening in her chest. She stops walking to rest and the tightening resolves. This has been happening to her consistently for the last 6 months. Which of the following is a true statement?""

Options:
A. Increasing the heart rate increases the amount of time spent during each cardiac cycle
B. Increasing the heart rate decreases the relative amount of time spent during diastole
C. Perfusion of the myocardium takes place primarily during systole
D. Perfusion of the myocardium takes place equally throughout the cardiac cycle

We need to select the single most appropriate answer.

Let's reason. The woman has coronary artery disease (CAD). She experiences chest tightening (angina) when her heart rate increases to 120 bpm, and it resolves with rest. This is typical stable angina: increased myocardial oxygen demand with exertion, not met by supply due to coronary stenosis.

Now, analyze each statement:
A. Increasing the heart rate increases the amount of time spent during each cardiac cycle. This is false; increasing HR decreases the duration of each cardiac cycle (e.g., at 60 bpm, cycle = 1 sec; at 120 bpm, cycle = 0.5 sec).

B. Increasing the heart rate decreases the relative amount of time spent during diastole. True. As heart rate increases, diastole shortens more than systole. At rest, diastole is about 2/3 of the cycle; with tachycardia, diastolic time is disproportionately reduced. This is especially important in CAD because coronary perfusion (especially left ventricle) occurs predominantly during diastole. Reduced diastole time means reduced myocardial perfusion, exacerbating ischemia.

C. Perfusion of the myocardium takes place primarily during systole. False; left ventricular myocardial perfusion occurs primarily during diastole. In systole, intramyocardial pressure compresses coronary vessels, inhibiting flow. Right ventricle perfusion occurs during both, but overall, especially left ventricle, perfusion is diastolic.

D. Perfusion of the myocardium takes place equally throughout the cardiac cycle. False.

Thus, B is the true statement and directly relates to the pathophysiology of her angina: increased HR decreases diastolic time, reducing coronary perfusion while increasing oxygen demand, leading to ischemia.

Therefore, answer is B."
"A 22-year-old female presents to her physician for evaluation of a vaginal discharge, itching, and irritation. She recently started a new relationship with her boyfriend, who is her only sexual partner. He does not report any genitourinary symptoms. She takes oral contraceptives and does not use  barrier contraception. The medical history is unremarkable. The vital signs are within normal limits. A gynecologic examination reveals a thin, yellow, frothy vaginal discharge with a musty, unpleasant odor and numerous punctate red maculae on the ectocervix. The remainder of the exam is normal. Which of the following organisms will most likely be revealed on wet mount microscopy?","{'A': 'Budding yeasts cells and/or pseudohyphae', 'B': 'Epithelial cells covered by numerous bacterial cells', 'C': 'Motile round or oval-shaped microorganisms', 'D': 'Chains of cocci'}",C,C,True,"We are given: ""A 22-year-old female presents with vaginal discharge, itching, irritation. New boyfriend, only sexual partner, he has no symptoms. She takes OCPs, no barrier contraception. Exam: thin, yellow, frothy vaginal discharge with musty, unpleasant odor; numerous punctate red maculae on the ectocervix (strawberry cervix). What organism on wet mount?

Options: A. Budding yeasts/pseudohyphae (Candida)
B. Epithelial cells covered by numerous bacterial cells (clue cells - Bacterial vaginosis)
C. Motile round or oval-shaped microorganisms (Trichomonas vaginalis - motile trichomonads)
D. Chains of cocci (Group B strep or something)

The description is classic for Trichomonas vaginalis: frothy yellow-green discharge, strawberry cervix, musty odor. Wet mount shows motile trichomonads (pear-shaped, flagellated, motile). So answer is C.

Double-check: A is Candida (thick white discharge, itching). B is BV (clue cells, thin gray discharge, fishy odor). D is not typical for vaginitis. Therefore, C."
"A 53-year-old woman with hypertension and hyperlipidemia comes to the physician because of generalized reddening of her skin and itching for the past 2 weeks. Her symptoms occur every evening before bedtime and last for about 30 minutes. Three months ago, atorvastatin was stopped after she experienced progressively worsening neck and back pain. Statin therapy was reinitiated at lower doses 3 weeks ago but had to be stopped again after her musculoskeletal symptoms recurred. Her menses occur irregularly at 2–3 month intervals and last for 3–4 days. She has smoked one pack of cigarettes daily for the past 30 years. Her current medications include lisinopril and niacin. Her brother died of colonic adenocarcinoma, and her father died of small cell lung cancer. She is 169 cm (5 ft 6 in) tall and weighs 83 kg (183 lb); BMI is 29 kg/m2. Her vital signs are within normal limits. Physical examination shows no abnormalities. Serum lipid studies show:
Total cholesterol 247 mg/dL
HDL-cholesterol 39 mg/dL
LDL-cholesterol 172 mg/dL
Triglycerides 152 mg/dL
Which of the following is the most appropriate next step in management?""","{'A': 'Administer ibuprofen', 'B': 'Measure urine hydroxyindoleacetic acid levels', 'C': 'Measure urine metanephrine levels', 'D': 'Switch niacin to fenofibrate'}",A,A,True,"We are given a clinical scenario: 53-year-old woman with hypertension, hyperlipidemia, generalized reddening of skin and itching for 2 weeks. Occurring every evening before bedtime, lasts 30 minutes. History: atorvastatin stopped 3 months ago due to muscle pain, restarted 3 weeks ago but stopped again. Menses irregular. Smoker. Medications: lisinopril and niacin. Family history: brother colon cancer, father small cell lung cancer. BMI 29. Vitals normal. Physical exam normal. Lipid panel: Total cholesterol 247, HDL 39, LDL 172, Triglycerides 152. Options: A: ibuprofen, B: urine 5-HIAA, C: urine metanephrines, D: switch niacin to fenofibrate.

What could cause flushing and itching? The patient is on niacin. Niacin is well known to cause flushing and pruritus, especially starting around the time of administration. The question mentions she takes niacin, and she has generalized reddening and itching. It occurs every evening before bedtime – likely she takes niacin in the evening. Flushing from niacin is a very common side effect, prostaglandin-mediated. The typical management is to premedicate with aspirin or NSAIDs (like ibuprofen) about 30 minutes before niacin to reduce flushing. Alternatively, switch to extended-release niacin or another drug, but the question asks most appropriate next step. Administering ibuprofen (or aspirin) is the classic treatment to prevent niacin-induced flushing. Niacin is known to cause histamine-independent flushing mediated by niacin receptor GPR109A causing release of prostaglandins. Aspirin/NSAIDs block prostaglandin synthesis and reduce flushing. So A seems correct.

Other options: B: measure urine 5-HIAA (for carcinoid syndrome). Carcinoid causes flushing and diarrhea, wheezing, but flushing is usually not exclusively before bed, and she has no other symptoms. She is on niacin which explains flushing. C: measure urine metanephrines (pheochromocytoma) – paroxysmal hypertension, headache, palpitations. Not likely here. D: switch niacin to fenofibrate. Fenofibrate does not cause flushing but is used for high triglycerides. Her triglycerides are 152 (borderline high but not severely elevated). Her main lipid issue is high LDL (172). Niacin lowers LDL and triglycerides and raises HDL. Fenofibrate is primarily for high TG and does not effectively lower LDL. Since her LDL is high, switching to fenofibrate is not the best management for her lipid profile; she needs LDL lowering. The question asks: ""most appropriate next step in management"" regarding the reddening and itching. The most appropriate next step to address the side effect (niacin-induced flushing) is administer ibuprofen or aspirin before niacin. Clearly A.

Thus answer: A."
